status,tempo_empresa,moradia,tempo_emprestimo,idade,estado_civil,registros,trabalho,despesas,renda,ativos,dividas,valor_emprestimo,preco_do_bem
bom,15,própria,60,39,casada(o),não,autônomo,60,555,40000,0,1500,4000
ruim,14,própria,36,33,solteira(o),não,autônomo,35,NA,4000,1500,700,1700
bom,4,pais,60,25,casada(o),não,autônomo,35,95,25000,0,1650,1900
bom,3,pais,36,20,solteira(o),sim,fixo,35,55,0,0,600,1625
bom,2,pais,36,28,solteira(o),não,fixo,35,140,1000,0,1000,1693
ruim,25,priv,60,56,casada(o),sim,autônomo,90,85,3500,0,800,975
bom,6,alugada,48,26,solteira(o),sim,fixo,65,198,0,0,950,1111
bom,1,priv,60,27,casada(o),não,autônomo,35,130,4650,2850,2000,2240
bom,30,própria,12,52,casada(o),não,autônomo,45,80,7000,0,1100,2487
bom,10,pais,24,33,solteira(o),não,autônomo,35,200,70000,12000,1100,1457
bom,4,própria,48,24,casada(o),não,fixo,35,95,2500,0,900,1625
bom,12,própria,36,46,casada(o),não,autônomo,45,NA,8000,0,500,500
bom,30,própria,54,54,viúva(o),não,autônomo,35,224,20000,0,1100,1603
bom,20,própria,60,44,casada(o),não,fixo,60,168,3000,0,1400,1599
ruim,1,alugada,60,28,casada(o),não,autônomo,53,179,0,0,1825,2275
ruim,2,priv,24,20,solteira(o),não,autônomo,35,107,54000,0,2000,2600
bom,4,própria,60,23,casada(o),não,fixo,35,160,6500,3700,1500,1661
bom,4,alugada,36,60,casada(o),não,fixo,56,111,0,0,500,675
ruim,3,alugada,60,26,casada(o),não,fixo,53,80,0,0,950,989
bom,11,própria,60,30,casada(o),sim,fixo,35,110,4000,62,1100,1347
bom,6,pais,60,26,casada(o),não,fixo,60,108,0,0,1200,1250
bom,14,alugada,60,41,casada(o),não,fixo,53,181,0,0,1150,2497
ruim,3,pais,48,38,casada(o),não,meio período,60,67,0,0,1000,1045
ruim,1,própria,36,36,casada(o),não,fixo,45,25,3000,2000,1100,1332
bom,20,própria,60,40,divorciada(o),não,autônomo,60,150,5500,0,1400,1928
bom,20,alugada,60,45,casada(o),não,fixo,92,170,0,0,1000,2415
ruim,0,alugada,48,25,casada(o),não,fixo,60,150,0,0,1350,1450
bom,12,alugada,48,46,casada(o),sim,fixo,104,294,0,0,1350,1352
bom,9,priv,48,46,casada(o),não,fixo,45,100,37000,0,800,904
bom,0,pais,48,28,solteira(o),não,autônomo,35,100,0,0,900,1400
bom,2,própria,48,38,casada(o),sim,fixo,75,192,23000,3000,700,970
bom,3,pais,60,24,solteira(o),não,fixo,35,100,0,0,1500,2100
ruim,4,alugada,48,23,casada(o),não,autônomo,52,171,0,0,1150,1450
bom,3,priv,60,24,solteira(o),não,fixo,35,245,5000,0,1300,1360
ruim,1,NA,60,28,casada(o),sim,autônomo,45,NA,4000,0,1500,1661
bom,11,própria,12,26,casada(o),sim,meio período,35,110,4500,2000,300,1248
ruim,1,alugada,36,26,solteira(o),não,meio período,42,70,0,0,590,590
ruim,0,alugada,48,23,solteira(o),não,meio período,42,72,0,0,700,875
bom,1,alugada,60,29,casada(o),não,fixo,73,133,0,0,1000,1158
bom,10,pais,36,34,casada(o),sim,autônomo,45,NA,10000,0,600,882
bom,9,própria,24,30,casada(o),não,fixo,35,250,30000,0,1000,1594
bom,2,própria,60,28,casada(o),não,autônomo,35,196,7000,3950,1600,1678
bom,3,pais,60,36,casada(o),sim,fixo,60,92,0,0,1100,1355
bom,10,própria,60,45,casada(o),não,autônomo,45,325,12000,1200,1300,1833
ruim,3,priv,36,38,divorciada(o),sim,fixo,35,NA,12500,0,3000,4800
bom,10,própria,48,33,casada(o),não,fixo,45,110,5000,0,1000,1160
ruim,2,alugada,48,56,solteira(o),não,autônomo,51,157,11000,4500,1000,2008
bom,4,outras,60,25,solteira(o),não,fixo,35,162,0,0,1800,2999
ruim,7,pais,60,33,solteira(o),não,meio período,35,70,0,0,1300,1438
bom,5,pais,48,27,casada(o),sim,autônomo,45,175,0,0,1000,1342
bom,16,pais,24,44,solteira(o),não,autônomo,35,86,0,0,700,950
bom,0,pais,24,26,solteira(o),não,meio período,35,69,0,0,107,125
ruim,7,própria,60,28,casada(o),sim,fixo,60,148,8000,0,920,1021
ruim,2,outras,48,25,casada(o),não,fixo,35,129,0,0,1580,1925
ruim,3,alugada,60,44,separada(o),sim,fixo,60,150,0,0,1650,1772
bom,1,própria,24,38,casada(o),não,fixo,60,102,3500,0,850,1260
bom,7,própria,48,32,casada(o),sim,fixo,45,140,5500,0,550,1250
ruim,2,própria,60,24,solteira(o),não,meio período,35,120,3000,0,1400,1513
bom,1,pais,60,42,casada(o),não,fixo,60,66,7000,0,950,1589
bom,27,alugada,24,50,casada(o),não,fixo,47,115,0,0,500,1636
bom,6,própria,60,31,casada(o),não,fixo,35,84,3000,0,1400,1724
bom,3,própria,60,26,casada(o),não,fixo,45,128,3000,0,1300,1790
bom,9,priv,60,32,casada(o),não,fixo,60,155,12000,5000,1200,1400
ruim,5,pais,24,26,solteira(o),não,fixo,35,140,0,0,450,900
bom,3,alugada,48,26,casada(o),não,fixo,58,230,0,0,1150,1316
ruim,20,outras,60,47,casada(o),sim,fixo,105,NA,0,0,750,843
bom,18,priv,60,49,casada(o),não,fixo,60,140,4000,0,1050,1097
bom,19,própria,60,54,viúva(o),sim,fixo,35,207,11000,4000,800,1336
bom,5,alugada,36,40,separada(o),não,fixo,43,75,0,0,400,650
bom,8,própria,60,33,casada(o),não,autônomo,45,250,10000,0,2500,3250
bom,2,outras,36,35,separada(o),não,fixo,35,200,0,0,1600,1671
ruim,1,própria,12,56,casada(o),não,outros,60,NA,3500,0,500,1705
bom,10,própria,60,26,casada(o),não,fixo,45,135,5000,3700,1600,1767
bom,14,própria,36,34,casada(o),não,fixo,60,143,5000,0,1400,1939
bom,13,pais,48,31,casada(o),não,fixo,35,90,0,0,1000,1395
bom,4,NA,60,62,casada(o),não,autônomo,35,102,8000,0,1200,1405
bom,20,própria,60,46,solteira(o),não,fixo,35,250,25000,4000,1450,1566
bom,15,própria,60,49,casada(o),não,fixo,60,162,5000,0,1700,2081
bom,24,própria,60,46,casada(o),não,fixo,60,140,6000,1000,1100,1653
bom,10,própria,36,36,casada(o),não,fixo,35,235,12000,1700,1500,1985
bom,2,pais,36,24,solteira(o),não,fixo,35,60,0,0,450,750
bom,21,própria,24,44,casada(o),não,fixo,60,124,4000,0,800,2400
ruim,1,alugada,60,24,casada(o),sim,meio período,42,70,0,0,1700,1761
bom,11,própria,48,27,casada(o),não,fixo,35,140,4000,0,1500,1641
bom,12,própria,60,27,casada(o),sim,fixo,35,100,3000,0,1300,1359
bom,5,alugada,36,51,casada(o),não,fixo,63,184,0,0,635,785
ruim,6,própria,48,26,casada(o),sim,fixo,35,90,5000,0,1390,1594
bom,1,alugada,48,37,casada(o),sim,meio período,72,116,6000,0,1400,1661
bom,10,própria,60,41,casada(o),não,outros,35,57,5000,0,1300,1863
ruim,0,própria,60,27,casada(o),não,meio período,75,210,7000,4800,1250,1315
ruim,1,própria,48,20,solteira(o),não,fixo,35,53,2000,1600,1100,1100
bom,0,pais,60,24,solteira(o),não,meio período,35,111,3000,1200,850,1412
bom,10,própria,24,50,casada(o),não,autônomo,60,200,NA,0,500,1131
bom,10,própria,60,32,casada(o),não,fixo,60,160,4000,1800,1050,1303
ruim,2,própria,60,30,casada(o),sim,autônomo,45,NA,5000,700,1000,2200
bom,16,própria,60,32,casada(o),não,fixo,60,159,4000,0,1500,1736
ruim,0,alugada,60,19,solteira(o),não,outros,35,NA,0,0,900,1158
bom,10,própria,6,39,casada(o),não,autônomo,75,67,8000,0,430,500
ruim,9,outras,60,30,casada(o),sim,fixo,60,109,0,0,1250,1560
ruim,7,outras,36,38,casada(o),sim,autônomo,35,59,0,0,1000,2246
bom,3,pais,36,28,solteira(o),não,fixo,35,74,0,0,350,550
bom,6,própria,48,51,casada(o),não,autônomo,45,106,12000,0,1035,1410
ruim,0,pais,48,21,solteira(o),não,meio período,35,48,0,0,1850,1877
ruim,3,pais,60,23,solteira(o),não,fixo,35,62,0,0,1100,1300
bom,1,própria,24,39,casada(o),não,outros,35,70,4000,0,525,1771
ruim,3,alugada,36,39,casada(o),não,fixo,90,150,0,0,300,700
bom,12,própria,48,39,casada(o),não,autônomo,60,95,6000,0,1300,1600
ruim,0,priv,36,31,casada(o),não,meio período,35,202,6000,0,1300,1663
bom,2,alugada,60,24,casada(o),não,fixo,55,100,4000,0,1750,1900
ruim,2,priv,48,37,casada(o),sim,meio período,75,115,2000,0,850,1194
bom,2,pais,60,24,solteira(o),não,fixo,35,164,0,0,900,1516
bom,0,pais,24,20,solteira(o),não,fixo,35,155,7000,0,1450,1688
bom,4,própria,48,40,casada(o),sim,fixo,60,150,3500,200,800,800
ruim,21,própria,60,63,casada(o),sim,fixo,60,165,3000,0,1250,1424
ruim,14,alugada,60,38,casada(o),não,fixo,71,108,0,0,1400,1693
bom,25,própria,60,51,casada(o),não,fixo,35,93,3500,0,900,995
ruim,6,outras,60,30,casada(o),não,fixo,60,133,0,0,1300,1388
bom,3,própria,36,37,casada(o),não,fixo,60,55,0,0,1500,2315
bom,13,própria,36,39,casada(o),não,fixo,35,148,14000,0,300,850
bom,5,pais,24,31,solteira(o),não,fixo,35,130,0,0,200,1447
bom,16,outras,60,34,casada(o),não,fixo,60,120,6000,0,1350,1487
bom,3,pais,48,20,solteira(o),não,autônomo,35,NA,7000,0,1000,1362
bom,5,outras,18,65,casada(o),sim,outros,35,99,0,0,375,675
bom,16,alugada,48,32,solteira(o),sim,fixo,47,120,0,0,800,1224
bom,2,alugada,48,29,solteira(o),não,fixo,60,250,0,0,1000,1179
bom,0,pais,60,31,casada(o),não,outros,75,37,0,0,1500,2084
bom,23,pais,60,37,solteira(o),não,autônomo,35,NA,4500,0,1950,2336
bom,6,própria,48,55,casada(o),não,autônomo,45,74,16000,1500,2000,3753
ruim,0,pais,36,19,solteira(o),não,autônomo,35,NA,0,0,400,495
ruim,1,outras,60,21,solteira(o),não,meio período,45,NA,0,0,1100,1480
ruim,3,pais,60,25,casada(o),não,fixo,35,70,0,0,1300,1332
bom,5,própria,36,58,casada(o),sim,outros,45,79,7000,0,400,1234
ruim,0,alugada,48,20,solteira(o),sim,meio período,56,105,0,0,1100,1289
bom,9,priv,48,27,casada(o),não,fixo,45,102,5000,360,1300,1537
bom,0,própria,48,29,casada(o),não,outros,60,50,11000,0,1000,1480
bom,8,própria,12,39,casada(o),não,fixo,75,160,1500,0,360,865
bom,24,própria,60,43,solteira(o),não,fixo,35,120,3500,0,1320,1680
bom,3,pais,60,23,solteira(o),não,fixo,35,107,0,0,800,1111
bom,13,própria,60,27,casada(o),não,fixo,35,253,7000,0,1060,1750
bom,2,alugada,60,49,casada(o),não,fixo,51,155,0,0,1500,1550
bom,33,própria,48,61,casada(o),não,fixo,35,130,8000,0,850,1050
ruim,0,própria,36,31,casada(o),sim,meio período,45,120,3000,150,700,850
bom,0,alugada,60,46,separada(o),não,fixo,57,124,0,0,940,1149
bom,7,pais,60,25,solteira(o),não,fixo,35,75,0,0,1100,1340
bom,20,própria,36,37,casada(o),sim,fixo,60,150,3500,0,450,950
bom,10,alugada,36,36,divorciada(o),não,autônomo,45,100,0,0,1000,1700
ruim,17,própria,36,60,casada(o),não,fixo,60,78,2500,0,650,800
bom,1,própria,60,28,casada(o),não,fixo,45,60,4000,0,1500,2326
bom,10,própria,60,32,casada(o),não,fixo,45,419,5500,2500,1300,1995
bom,4,alugada,60,25,casada(o),não,fixo,56,112,0,0,1250,1399
ruim,3,alugada,60,32,casada(o),não,fixo,50,147,0,0,1100,1226
bom,31,própria,12,53,casada(o),sim,fixo,60,165,6000,0,594,1332
bom,3,alugada,24,32,casada(o),não,fixo,61,160,0,0,400,450
bom,8,alugada,60,46,casada(o),não,autônomo,45,NA,0,0,1000,1359
bom,0,alugada,12,22,solteira(o),não,autônomo,38,34,0,0,700,1665
bom,1,alugada,60,25,casada(o),não,meio período,42,73,0,0,1000,1050
ruim,12,própria,60,37,casada(o),não,fixo,60,98,9000,200,800,1012
bom,2,alugada,36,44,casada(o),não,meio período,57,123,5000,0,900,975
bom,10,própria,12,36,casada(o),não,autônomo,45,NA,4000,0,900,1776
bom,1,própria,60,40,casada(o),sim,fixo,45,100,8500,0,400,1570
bom,0,própria,60,47,casada(o),não,autônomo,45,56,6000,0,1345,1345
bom,3,própria,60,32,casada(o),não,fixo,45,90,6000,0,1500,2502
bom,1,própria,60,21,solteira(o),sim,fixo,35,294,53000,0,1300,1398
bom,10,própria,36,50,casada(o),não,autônomo,75,NA,7500,0,1000,1230
bom,19,pais,60,34,solteira(o),não,fixo,35,80,0,0,1000,1097
bom,0,pais,18,33,solteira(o),não,fixo,35,112,6000,0,450,1196
bom,3,alugada,60,29,casada(o),sim,fixo,55,100,0,0,930,1007
bom,4,própria,36,42,solteira(o),não,fixo,35,115,12000,0,900,1299
bom,5,própria,60,37,casada(o),não,autônomo,60,67,3500,196,1300,1625
bom,2,própria,60,24,casada(o),não,fixo,45,375,5000,0,2200,2433
bom,2,outras,60,39,solteira(o),não,fixo,35,113,0,0,1250,1499
bom,18,alugada,36,41,solteira(o),não,autônomo,40,53,0,0,750,1077
bom,17,própria,48,55,casada(o),sim,autônomo,60,73,15000,0,1900,2205
ruim,5,própria,48,26,solteira(o),não,fixo,35,NA,10000,5000,1500,2272
bom,19,própria,60,34,casada(o),não,fixo,60,196,7000,1000,1690,1930
bom,1,alugada,48,24,casada(o),não,meio período,41,56,0,0,1500,1935
bom,16,própria,48,31,casada(o),não,fixo,45,200,5000,800,1250,1646
bom,1,alugada,48,34,casada(o),não,fixo,55,102,0,0,600,1074
bom,15,própria,60,43,casada(o),não,autônomo,60,310,7000,0,1200,1297
bom,11,própria,60,33,casada(o),não,fixo,60,106,6000,0,1500,1702
ruim,0,pais,36,22,solteira(o),não,meio período,35,103,4500,0,1050,1485
bom,0,pais,60,41,solteira(o),não,meio período,35,131,4500,0,1200,1538
ruim,0,priv,60,43,casada(o),não,meio período,45,117,2000,250,1600,1967
ruim,0,alugada,60,25,solteira(o),sim,meio período,47,120,0,0,1200,1460
ruim,0,alugada,36,18,solteira(o),sim,outros,38,33,0,0,300,350
ruim,0,pais,36,35,solteira(o),não,autônomo,35,NA,0,0,875,950
bom,9,outras,60,31,casada(o),não,fixo,60,130,0,0,1500,1700
bom,14,própria,60,40,casada(o),não,fixo,60,110,5000,0,1000,1646
bom,4,pais,36,20,solteira(o),não,fixo,35,60,0,0,550,587
bom,5,pais,36,28,casada(o),não,fixo,45,107,0,0,1160,1959
ruim,0,alugada,36,22,solteira(o),não,meio período,42,65,0,0,430,550
bom,4,pais,36,28,casada(o),não,fixo,35,173,0,0,1000,1300
bom,13,própria,60,35,casada(o),não,fixo,60,134,4500,700,1000,1894
bom,8,própria,60,41,casada(o),não,autônomo,60,173,8000,0,1200,1570
ruim,1,pais,60,22,solteira(o),não,autônomo,35,78,3500,0,2275,2300
bom,5,NA,48,51,divorciada(o),não,fixo,35,95,6000,0,500,645
bom,3,alugada,36,21,solteira(o),não,fixo,44,89,0,0,400,500
ruim,1,própria,60,40,casada(o),sim,fixo,60,155,2500,0,1650,1650
ruim,3,própria,36,45,casada(o),sim,fixo,60,87,3500,0,650,650
bom,0,pais,48,22,solteira(o),não,autônomo,45,NA,0,0,4000,4500
ruim,1,pais,36,31,casada(o),não,fixo,35,61,4000,0,700,800
bom,3,priv,60,35,casada(o),não,fixo,75,185,3500,1200,700,845
bom,20,própria,12,48,separada(o),não,autônomo,75,300,18000,0,760,1369
ruim,3,própria,36,40,casada(o),sim,autônomo,60,NA,4500,0,575,775
bom,10,própria,36,37,casada(o),sim,fixo,60,320,15000,1000,1000,2191
bom,1,própria,36,20,solteira(o),não,meio período,35,139,4000,0,375,425
bom,8,alugada,48,36,casada(o),não,fixo,76,159,0,0,830,939
bom,6,outras,48,35,casada(o),não,fixo,60,79,15000,0,2000,2504
bom,0,outras,36,26,casada(o),não,fixo,45,260,0,0,725,775
ruim,0,alugada,60,60,casada(o),não,outros,55,100,8000,0,2500,2500
bom,12,própria,60,54,casada(o),sim,fixo,75,231,15000,0,1950,2500
bom,6,alugada,60,31,solteira(o),não,fixo,43,82,0,0,800,946
ruim,3,pais,60,30,casada(o),sim,fixo,45,120,4000,0,1500,1621
ruim,0,pais,18,19,solteira(o),não,fixo,35,91,0,0,650,650
bom,12,alugada,36,30,casada(o),não,fixo,65,203,0,0,1500,2700
bom,13,pais,60,34,solteira(o),não,fixo,35,96,0,0,750,775
ruim,0,própria,60,39,casada(o),sim,autônomo,45,NA,10000,0,1500,1699
bom,4,priv,24,44,casada(o),não,autônomo,60,NA,2900,0,1800,2750
ruim,8,outras,36,39,casada(o),não,fixo,35,NA,0,0,450,550
bom,8,própria,24,36,casada(o),não,fixo,60,90,6000,1500,900,1715
bom,10,própria,36,52,casada(o),não,autônomo,35,225,25000,0,2000,2315
bom,5,própria,60,36,casada(o),sim,fixo,35,205,9000,1500,1050,1168
ruim,5,pais,48,20,solteira(o),não,outros,45,NA,0,0,2500,3542
ruim,2,própria,60,35,solteira(o),não,fixo,35,51,4000,0,1400,1628
bom,21,própria,60,40,casada(o),sim,fixo,60,144,6500,0,2000,2230
ruim,3,pais,60,34,solteira(o),sim,meio período,35,80,0,0,1100,1265
ruim,0,alugada,60,38,casada(o),não,autônomo,35,NA,0,0,1300,1636
bom,14,pais,60,32,casada(o),sim,fixo,35,140,0,0,1150,1273
bom,23,própria,60,50,casada(o),não,fixo,45,90,3000,0,950,1101
bom,3,própria,48,25,casada(o),não,autônomo,35,107,4500,1900,1000,1250
bom,4,própria,36,32,casada(o),não,fixo,45,190,13000,2000,800,2400
bom,8,própria,60,34,casada(o),sim,fixo,45,145,5000,0,1100,1110
bom,11,alugada,12,29,solteira(o),não,fixo,44,93,0,0,700,1667
bom,2,alugada,60,40,casada(o),não,fixo,60,145,500,0,1550,1621
bom,3,pais,48,24,solteira(o),não,fixo,35,55,3000,0,850,875
bom,3,pais,48,28,casada(o),não,fixo,45,173,0,0,1000,2057
bom,6,alugada,60,34,casada(o),não,fixo,86,110,0,0,800,2263
ruim,0,alugada,60,38,casada(o),sim,meio período,75,NA,0,0,1000,1235
bom,20,própria,60,39,casada(o),não,fixo,60,68,13000,0,900,975
bom,0,própria,24,52,casada(o),não,outros,45,170,6500,0,500,600
bom,8,própria,60,33,casada(o),não,fixo,45,160,2000,0,1050,2277
ruim,5,própria,48,49,viúva(o),não,outros,35,48,4000,0,1100,1438
bom,17,própria,48,46,casada(o),não,fixo,35,128,4000,0,1400,1718
ruim,2,alugada,48,44,separada(o),não,fixo,48,125,5000,800,1600,2500
bom,0,pais,60,22,solteira(o),não,meio período,35,72,0,0,1100,1131
bom,20,própria,60,44,casada(o),não,fixo,60,115,4000,0,1250,1463
bom,5,alugada,60,42,separada(o),sim,autônomo,89,288,15000,0,1800,2148
bom,16,própria,36,40,casada(o),não,fixo,60,160,4000,0,1300,2305
bom,14,própria,60,38,casada(o),não,fixo,60,114,5000,400,1200,2062
bom,1,alugada,6,38,casada(o),não,meio período,72,118,0,0,125,375
bom,1,pais,48,21,solteira(o),não,fixo,35,60,0,0,850,1195
ruim,1,alugada,24,24,solteira(o),não,meio período,49,139,0,0,500,550
bom,12,alugada,48,36,casada(o),não,fixo,80,195,0,0,1800,2272
bom,3,pais,48,29,separada(o),não,fixo,35,108,0,0,900,1263
ruim,2,alugada,18,46,casada(o),sim,fixo,74,140,0,0,200,380
bom,18,pais,60,42,divorciada(o),sim,fixo,35,145,0,0,1000,1025
bom,15,própria,36,43,casada(o),sim,fixo,60,105,5000,0,400,1631
ruim,2,pais,60,20,solteira(o),não,fixo,35,56,3500,0,1300,1637
bom,14,própria,60,28,casada(o),não,fixo,35,216,4000,0,1750,2270
ruim,0,pais,36,21,solteira(o),não,meio período,35,130,2000,0,875,1075
bom,3,própria,60,27,casada(o),não,fixo,35,120,4000,1500,1800,2090
bom,1,própria,60,27,casada(o),não,fixo,35,90,2000,0,1150,1470
ruim,6,alugada,60,38,casada(o),sim,fixo,55,103,0,0,1100,1303
ruim,0,própria,36,42,casada(o),não,autônomo,60,NA,5000,0,1350,1850
bom,3,própria,60,33,casada(o),sim,fixo,45,193,10000,1500,1300,1730
bom,6,pais,18,25,casada(o),não,fixo,45,164,0,0,1250,1890
bom,18,alugada,60,37,casada(o),não,fixo,70,100,0,0,1300,1345
bom,30,própria,12,56,casada(o),não,autônomo,45,60,12000,0,1375,1700
bom,25,priv,12,55,solteira(o),não,autônomo,35,92,25000,0,150,400
bom,1,própria,60,22,solteira(o),não,fixo,35,300,4000,200,1350,1450
bom,18,alugada,48,53,casada(o),não,fixo,54,92,0,0,1340,1345
bom,5,própria,36,53,casada(o),sim,outros,35,227,8500,0,1550,1985
ruim,5,alugada,48,31,casada(o),sim,fixo,60,150,0,0,800,1707
bom,14,própria,60,40,casada(o),não,fixo,45,91,0,0,1100,1565
ruim,0,pais,60,33,casada(o),sim,autônomo,60,NA,0,0,2000,2235
bom,10,priv,60,48,casada(o),não,fixo,35,161,9000,0,900,1100
bom,39,própria,60,58,casada(o),não,fixo,35,113,3500,0,1380,1623
bom,0,priv,48,41,casada(o),não,fixo,75,146,10000,0,1370,1623
bom,1,pais,36,24,solteira(o),não,fixo,35,70,0,0,700,1067
ruim,5,alugada,60,37,casada(o),não,fixo,77,318,5000,0,1750,2953
bom,10,própria,60,34,casada(o),não,fixo,45,115,9500,0,1450,1721
ruim,1,alugada,60,36,casada(o),sim,meio período,84,90,0,0,1100,1184
bom,3,priv,60,27,casada(o),não,fixo,35,215,5000,2800,1500,1682
bom,8,própria,24,30,casada(o),sim,fixo,35,340,1200,0,1000,1893
ruim,1,alugada,60,31,divorciada(o),sim,meio período,39,42,0,0,1200,1265
bom,0,própria,24,18,solteira(o),não,meio período,35,104,12000,0,1700,1726
bom,20,priv,60,59,casada(o),não,autônomo,35,81,18000,0,1200,1349
ruim,8,alugada,48,30,solteira(o),não,fixo,46,114,0,0,1650,1659
bom,0,priv,60,42,casada(o),não,meio período,35,210,1500,0,1250,1518
bom,3,própria,48,29,casada(o),não,fixo,35,83,4500,1170,700,837
ruim,3,alugada,48,39,casada(o),sim,fixo,97,223,0,0,1250,1609
bom,17,outras,48,40,casada(o),não,fixo,60,117,6000,960,1200,1893
ruim,14,própria,60,47,viúva(o),sim,fixo,35,100,4000,2000,1475,1475
ruim,11,pais,60,30,casada(o),sim,fixo,45,105,5000,0,1500,2500
ruim,24,outras,60,41,casada(o),sim,autônomo,75,NA,0,0,2200,2428
bom,2,pais,36,25,solteira(o),não,fixo,35,110,0,0,500,1200
bom,3,pais,60,23,solteira(o),não,autônomo,35,42,10000,0,2000,2203
bom,14,própria,60,35,casada(o),não,fixo,35,80,3500,0,1100,1622
ruim,20,própria,60,43,casada(o),sim,fixo,45,120,10000,0,2000,2700
bom,5,alugada,24,41,casada(o),não,autônomo,44,90,8000,0,600,1218
bom,15,própria,60,50,casada(o),sim,fixo,35,112,4000,0,1150,1400
bom,3,própria,36,26,casada(o),não,fixo,35,136,6000,4500,900,1421
ruim,7,própria,36,38,casada(o),sim,fixo,45,85,3400,1500,450,550
bom,7,própria,60,33,casada(o),não,autônomo,60,144,4500,0,1100,1245
bom,9,própria,60,42,casada(o),não,fixo,75,140,7000,0,1000,1423
bom,2,alugada,48,22,casada(o),não,fixo,53,183,0,0,1300,1300
bom,2,alugada,60,38,solteira(o),não,fixo,70,250,NA,0,1300,1365
ruim,1,priv,36,28,casada(o),não,autônomo,45,NA,6000,0,1000,1150
ruim,0,alugada,60,24,casada(o),não,meio período,41,56,0,0,1308,1558
bom,2,priv,60,24,casada(o),não,fixo,35,170,5000,1500,1150,1200
bom,16,alugada,36,41,casada(o),não,fixo,52,71,0,0,900,950
ruim,3,alugada,60,39,casada(o),sim,fixo,69,94,0,0,1450,1546
ruim,1,alugada,60,34,casada(o),não,fixo,56,112,4000,1500,1400,1508
bom,12,alugada,36,55,casada(o),não,fixo,57,115,0,0,800,1250
ruim,0,própria,60,64,viúva(o),não,outros,35,100,8000,0,1980,2038
bom,3,outras,48,32,solteira(o),sim,fixo,35,71,0,0,1000,1200
bom,14,alugada,36,47,casada(o),não,fixo,73,125,6500,0,600,825
ruim,0,pais,60,25,solteira(o),não,meio período,35,35,0,0,1150,1351
bom,9,própria,60,25,casada(o),não,fixo,60,200,13500,5000,1900,2115
ruim,0,alugada,48,35,casada(o),não,meio período,106,160,0,0,930,930
ruim,0,alugada,48,24,casada(o),não,meio período,35,NA,0,0,600,1452
ruim,1,pais,60,43,casada(o),sim,fixo,90,179,0,0,1600,1896
ruim,2,pais,36,21,solteira(o),não,autônomo,35,221,0,0,500,650
bom,4,própria,48,22,casada(o),não,fixo,35,214,10000,3000,1250,1566
bom,20,própria,60,56,casada(o),não,fixo,35,145,5000,0,1600,1763
bom,2,outras,48,25,solteira(o),não,fixo,35,142,0,0,1000,1440
bom,8,própria,60,56,casada(o),não,autônomo,45,200,30000,0,1400,1500
bom,13,própria,60,36,casada(o),não,fixo,45,72,3500,45,1400,1625
bom,5,própria,24,59,casada(o),não,fixo,35,105,18000,0,1800,1965
bom,13,própria,60,58,casada(o),não,fixo,75,211,7500,2000,800,1214
ruim,0,própria,60,40,casada(o),sim,meio período,90,90,8000,0,1000,1189
bom,25,própria,12,49,casada(o),não,autônomo,60,100,5500,0,1000,1998
ruim,5,alugada,54,27,casada(o),não,fixo,47,118,0,0,1500,1600
ruim,2,própria,60,44,casada(o),não,fixo,60,88,2000,0,1450,1452
bom,5,própria,24,26,casada(o),não,fixo,45,147,10000,300,450,1522
ruim,5,alugada,48,49,viúva(o),sim,autônomo,45,NA,0,0,1000,2193
bom,18,própria,60,45,solteira(o),sim,fixo,35,197,2000,0,1500,1578
ruim,1,priv,60,24,casada(o),não,meio período,35,127,3500,2000,1700,1825
ruim,0,alugada,60,25,casada(o),sim,fixo,69,235,0,0,1400,1650
bom,12,própria,60,56,casada(o),não,autônomo,35,126,17000,0,3000,3745
bom,5,própria,36,43,casada(o),não,autônomo,45,NA,4000,0,1800,2300
bom,2,outras,24,30,casada(o),sim,fixo,45,233,0,0,900,1189
bom,1,própria,60,47,casada(o),não,fixo,75,78,4000,0,1500,1711
bom,2,própria,48,30,solteira(o),não,fixo,35,106,4000,0,660,1060
bom,14,própria,60,28,casada(o),não,fixo,45,178,4000,700,600,700
ruim,8,própria,60,64,casada(o),não,autônomo,60,111,NA,NA,1895,2596
ruim,2,própria,60,29,casada(o),sim,meio período,35,71,6000,0,700,2700
ruim,0,pais,60,26,separada(o),não,outros,35,NA,0,0,950,1735
bom,1,pais,48,24,solteira(o),não,fixo,35,53,0,0,1200,1215
bom,18,própria,36,43,casada(o),não,fixo,90,116,4000,0,400,985
bom,30,própria,12,52,solteira(o),não,fixo,35,237,5000,500,800,1800
bom,3,alugada,48,34,casada(o),não,fixo,77,165,5000,0,1287,1693
bom,3,pais,24,25,solteira(o),sim,fixo,35,128,0,0,300,1397
bom,25,própria,18,40,casada(o),não,autônomo,75,NA,5000,1600,375,375
bom,1,própria,60,61,solteira(o),não,outros,35,216,8000,0,1200,1236
bom,16,própria,60,51,casada(o),não,fixo,60,155,4000,0,900,925
bom,10,própria,60,37,solteira(o),sim,outros,35,NA,78000,0,1250,1418
bom,0,pais,24,41,casada(o),não,fixo,60,105,3500,0,450,600
ruim,0,pais,60,27,casada(o),não,meio período,45,82,0,0,1400,1520
bom,8,própria,36,52,casada(o),não,fixo,60,695,18000,0,750,2095
bom,13,própria,60,31,casada(o),não,fixo,45,180,7500,1400,1200,1491
